City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
315,Evensk,RU,61.95,159.23,52.45,95,100,0.87,overcast clouds,0.0,0
316,Maldonado,UY,-34.67,-54.92,51.8,57,0,9.17,clear sky,0.0,0
317,Chico,US,39.73,-121.84,82.0,27,20,1.07,few clouds,0.0,0
318,Kazan,RU,55.79,49.12,77.0,33,1,6.71,clear sky,0.0,0
319,Marawi,PH,8.0,124.29,75.99,94,100,3.0,light rain,0.32,0
320,Atambua,ID,-9.11,124.89,71.44,88,92,6.22,overcast clouds,0.0,0
321,Singapore,SG,1.29,103.85,82.4,83,75,5.82,broken clouds,0.0,0
322,Portalegre,PT,39.29,-7.43,104.0,19,10,4.7,clear sky,0.0,0
323,Deputatskiy,RU,69.3,139.9,58.39,62,100,1.32,overcast clouds,0.0,0
324,Krasnovishersk,RU,60.41,57.08,72.43,52,9,5.35,clear sky,0.0,0
325,Jiexiu,CN,37.02,111.91,66.97,77,100,2.08,light rain,0.34,0
326,Makakilo City,US,21.35,-158.09,78.8,73,75,3.36,broken clouds,0.0,0
327,Halifax,CA,44.65,-63.57,66.0,84,100,9.57,overcast clouds,0.0,0
328,Grindavik,IS,63.84,-22.43,51.8,81,75,14.99,shower rain,0.0,0
329,Kirkwall,GB,58.98,-2.96,55.4,76,20,18.34,shower rain,0.0,0
330,Singaraja,ID,-8.11,115.09,79.36,73,80,5.44,broken clouds,0.0,0
331,Manggar,ID,-2.88,108.27,80.74,82,100,9.24,overcast clouds,0.0,0
332,Arucas,ES,28.12,-15.52,80.6,57,20,33.33,few clouds,0.0,0
333,Constitucion,CL,-35.33,-72.42,50.41,68,100,7.14,overcast clouds,0.0,0
334,Zhaodong,CN,46.08,125.98,68.0,88,85,4.47,overcast clouds,0.0,0
335,Bayangol,RU,50.7,103.47,55.11,82,87,3.44,overcast clouds,0.0,0
336,Den Helder,NL,52.96,4.76,63.0,72,75,13.87,broken clouds,0.0,0
337,Matara,LK,5.95,80.54,80.2,86,91,7.74,overcast clouds,0.0,0
338,Sao Miguel Do Araguaia,BR,-13.28,-50.16,87.03,40,77,7.92,broken clouds,0.0,0
339,Kill,IE,52.18,-7.33,61.0,72,43,10.29,scattered clouds,0.0,0
340,Kitgum,UG,3.28,32.89,76.14,86,86,3.6,moderate rain,1.16,0
341,Keffi,NG,8.85,7.87,82.4,69,75,5.82,broken clouds,0.0,0
342,Wuxi,CN,31.57,120.29,80.01,79,100,9.44,light rain,0.82,0
343,Samarai,PG,-10.62,150.67,77.72,88,100,15.19,light rain,0.83,0
344,Lovington,US,32.94,-103.35,89.01,40,5,10.29,clear sky,0.0,0
345,Hamilton,US,39.18,-84.53,84.0,61,1,5.82,clear sky,0.0,0
346,Calasgasan,PH,14.08,122.93,79.75,84,87,2.35,moderate rain,3.3,0
347,Esperance,AU,-33.87,121.9,46.4,87,14,6.93,few clouds,0.0,0
348,Fortuna,US,40.6,-124.16,57.99,100,90,8.05,overcast clouds,0.0,0
349,Tezu,IN,27.92,96.17,75.65,87,100,3.65,heavy intensity rain,5.62,0
350,Upernavik,GL,72.79,-56.15,41.65,82,0,7.27,clear sky,0.0,0
351,Willowmore,ZA,-33.29,23.49,45.45,58,13,14.43,few clouds,0.0,0
352,Rafaela,AR,-31.25,-61.49,59.0,28,12,4.0,few clouds,0.0,0
353,Travesia,HN,15.87,-87.9,87.8,70,75,5.82,broken clouds,0.0,0
354,Mecca,SA,21.43,39.83,99.81,14,0,17.47,clear sky,0.0,0
355,Kavaratti,IN,10.57,72.64,81.14,84,100,25.23,moderate rain,2.84,0
356,Nara,JP,34.69,135.8,78.01,88,100,1.01,light rain,0.34,0
357,Gavle,SE,60.67,17.14,73.0,33,41,7.0,scattered clouds,0.0,0
358,Ushibuka,JP,32.19,130.02,76.59,95,95,3.96,light rain,0.53,0
359,Katsuura,JP,35.13,140.3,79.0,94,75,19.46,broken clouds,0.0,0
360,Acapulco,MX,16.86,-99.89,80.6,88,90,5.82,overcast clouds,0.0,0
361,Riverton,US,40.52,-111.94,78.8,29,1,4.7,clear sky,0.0,0
362,Sur,OM,22.57,59.53,89.37,63,41,8.52,scattered clouds,0.0,0
363,Sibolga,ID,1.74,98.78,78.35,80,92,4.5,light rain,0.74,0
364,Zhicheng,CN,30.3,111.5,75.99,92,100,2.51,light rain,0.27,0
365,Port-Gentil,GA,-0.72,8.78,78.8,78,90,13.82,overcast clouds,0.0,0
366,Bani Walid,LY,31.76,13.99,98.91,17,0,5.97,clear sky,0.0,0
367,Ugoofaaru,MV,5.67,73.0,83.64,75,54,8.34,light rain,0.51,0
368,Nabire,ID,-3.37,135.48,76.86,89,100,6.33,moderate rain,2.49,0
369,Vao,NC,-22.67,167.48,69.04,78,54,21.03,light rain,0.15,0
370,Portland,US,45.52,-122.68,64.0,72,20,3.36,few clouds,0.0,0
371,Tura,IN,25.52,90.22,74.91,97,100,7.63,light rain,0.91,0
372,Riihimaki,FI,60.74,24.78,59.0,82,40,13.87,scattered clouds,0.0,0
373,Yazman,PK,29.12,71.74,108.88,19,22,8.34,few clouds,0.0,0
374,Yabelo,ET,4.88,38.08,71.64,46,70,8.97,broken clouds,0.0,0
375,Haines Junction,CA,60.75,-137.51,49.78,74,100,2.95,overcast clouds,0.0,0
376,Belmonte,BR,-15.86,-38.88,78.8,69,20,8.05,few clouds,0.0,0
377,Huainan,CN,32.63,117.0,75.76,95,100,16.31,light rain,0.15,0
378,Vanimo,PG,-2.67,141.3,78.53,84,100,6.78,moderate rain,1.14,0
379,Vila Velha,BR,-20.33,-40.29,77.0,61,20,6.93,few clouds,0.0,0
380,Lagoa,PT,39.05,-27.98,69.28,77,19,11.27,few clouds,0.0,0
381,Quang Ngai,VN,15.12,108.8,79.29,88,100,4.61,overcast clouds,0.0,0
382,Raton,US,36.9,-104.44,82.4,26,1,12.75,clear sky,0.0,0
383,Hofn,IS,64.25,-15.21,51.33,76,100,4.18,overcast clouds,0.0,0
384,Baoshan,CN,46.56,131.42,61.93,92,18,0.85,few clouds,0.0,0
385,Dong Hoi,VN,17.48,106.6,83.73,74,100,7.0,overcast clouds,0.0,0
386,Sencha,UA,50.25,33.35,80.13,56,0,6.69,clear sky,0.0,0
387,Alofi,NU,-19.06,-169.92,73.4,88,39,12.75,scattered clouds,0.0,0
388,Prince Rupert,CA,54.32,-130.32,53.6,93,90,4.7,overcast clouds,0.0,0
389,Antofagasta,CL,-23.65,-70.4,59.0,62,40,4.7,scattered clouds,0.0,0
390,Chegem,RU,43.28,43.13,86.0,35,75,4.47,broken clouds,0.0,0
391,Mabaruma,GY,8.2,-59.78,83.52,83,89,3.47,moderate rain,1.7,0
392,Morehead,US,37.27,-87.18,82.4,61,1,4.7,clear sky,0.0,0
393,Kavieng,PG,-2.57,150.8,82.09,75,100,6.98,overcast clouds,0.0,0
394,Ixtapa,MX,20.7,-105.2,84.2,74,5,3.76,clear sky,0.0,0
395,Riom,FR,45.92,2.92,75.2,27,0,10.29,clear sky,0.0,0
396,Nuuk,GL,64.18,-51.72,55.4,58,40,6.93,scattered clouds,0.0,0
397,Salalah,OM,17.02,54.09,80.6,100,90,6.93,drizzle,0.0,0
398,Vila Do Maio,CV,15.13,-23.22,86.0,51,20,13.87,few clouds,0.0,0
399,Fakse Ladeplads,DK,55.22,12.17,64.0,48,47,12.75,scattered clouds,0.0,0
400,Puerto Madero,MX,14.72,-92.42,82.4,83,75,4.7,broken clouds,0.0,0
401,Saint George,US,37.1,-113.58,88.0,22,1,3.36,clear sky,0.0,0
402,Isoka,ZM,-10.16,32.63,76.23,36,0,2.59,clear sky,0.0,0
403,Makaryev,RU,57.88,43.81,72.88,55,34,8.37,scattered clouds,0.0,0
404,Huron,US,41.15,-82.55,75.99,71,30,4.0,scattered clouds,0.0,0
405,Maragogi,BR,-9.01,-35.22,78.44,79,31,14.36,light rain,0.43,0
406,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,67.32,69,100,9.04,overcast clouds,0.0,0
407,Bloemfontein,ZA,-29.12,26.21,48.2,42,40,9.17,scattered clouds,0.0,0
408,Mayo,US,38.89,-76.51,86.0,74,1,6.93,clear sky,0.0,0
409,Windhoek,NA,-22.56,17.08,68.0,13,0,8.05,clear sky,0.0,0
410,Anton Lizardo,MX,19.05,-95.98,81.0,83,90,4.7,overcast clouds,0.0,0
411,Kimbe,PG,-5.55,150.14,75.16,87,92,5.82,overcast clouds,0.0,0
412,Harbour Breton,CA,47.48,-55.8,58.86,88,46,10.78,scattered clouds,0.0,0
413,Superior,US,46.72,-92.1,77.0,57,1,4.7,clear sky,0.0,0
414,Ansalta,RU,42.69,46.12,66.88,69,100,1.1,light rain,0.62,0
415,Faya,SA,18.39,42.45,86.0,39,40,6.93,scattered clouds,0.0,0
416,Edson,CA,53.58,-116.44,59.0,58,1,3.36,clear sky,0.0,0
417,Mana,GF,5.66,-53.78,84.87,70,32,8.75,light rain,0.18,0
418,Abu Dhabi,AE,24.47,54.37,102.2,45,100,8.05,overcast clouds,0.0,0
419,Eldorado,BR,-23.79,-54.28,67.01,80,100,7.83,overcast clouds,0.0,0
420,Asfi,MA,32.3,-9.24,77.4,61,0,20.94,clear sky,0.0,0
421,Leh,IN,34.17,77.58,65.48,26,8,7.78,clear sky,0.0,0
422,Hami,CN,42.8,93.45,83.14,23,64,5.35,broken clouds,0.0,0
423,Luocheng,CN,29.38,104.03,73.06,96,100,3.69,light rain,0.12,0
424,Yokadouma,CM,3.52,15.05,80.73,78,69,2.44,light rain,0.68,0
425,Naantali,FI,60.47,22.02,59.0,76,75,8.05,shower rain,0.0,0
426,Dolores,AR,-36.31,-57.68,48.25,50,67,16.87,broken clouds,0.0,0
427,Fairbanks,US,64.84,-147.72,53.01,76,1,3.36,clear sky,0.0,0
428,Namatanai,PG,-3.67,152.43,79.56,82,20,7.67,few clouds,0.0,0
429,Hohhot,CN,40.81,111.65,62.6,88,40,4.47,light rain,0.0,0
430,Pimenteiras,BR,-6.25,-41.42,89.58,34,1,8.97,clear sky,0.0,0
431,Wairoa,NZ,-39.03,177.37,39.0,82,85,4.0,overcast clouds,0.0,0
432,Toora-Khem,RU,52.47,96.11,57.85,72,84,3.85,broken clouds,0.0,0
433,Nemuro,JP,43.32,145.57,57.07,94,100,12.24,overcast clouds,0.0,0
434,Katangli,RU,51.71,143.23,49.86,96,96,4.9,overcast clouds,0.0,0
435,Dunedin,NZ,-45.87,170.5,50.0,58,100,1.01,overcast clouds,0.0,0
436,Chapais,CA,49.78,-74.85,75.2,83,75,8.05,broken clouds,0.0,0
437,Labuhan,ID,-6.88,112.21,77.56,80,84,9.22,broken clouds,0.0,0
438,Santa Rosa,PH,14.31,121.11,82.4,74,40,1.12,scattered clouds,0.0,0
439,Nosy Varika,MG,-20.58,48.53,70.68,76,0,7.54,clear sky,0.0,0
440,Hokitika,NZ,-42.72,170.97,53.01,82,99,11.65,light rain,0.5,0
441,Kieta,PG,-6.22,155.63,78.67,76,100,4.29,overcast clouds,0.0,0
442,Canto Do Buriti,BR,-8.11,-42.94,88.23,38,2,10.8,clear sky,0.0,0
443,Nyrob,RU,60.73,56.72,71.53,53,23,5.48,few clouds,0.0,0
444,Balaguer,ES,41.79,0.81,90.0,38,0,6.93,clear sky,0.0,0
445,Malpe,IN,13.35,74.72,78.8,88,75,6.93,broken clouds,0.0,0
446,Vaitape,PF,-16.52,-151.75,78.42,78,33,18.41,scattered clouds,0.0,0
447,Geraldton,AU,-28.77,114.6,51.8,50,0,12.75,clear sky,0.0,0
448,Hirara,JP,24.8,125.28,84.97,74,0,7.34,clear sky,0.0,0
449,Sangmelima,CM,2.93,11.98,75.83,90,57,3.2,moderate rain,1.89,0
450,Posyet,RU,42.65,130.8,60.69,93,100,2.39,overcast clouds,0.0,0
451,Shelburne,CA,44.08,-80.2,73.4,94,20,4.7,few clouds,0.0,0
452,Crixas,BR,-14.55,-49.97,87.73,37,52,9.42,broken clouds,0.0,0
453,Qaqortoq,GL,60.72,-46.03,55.4,76,75,6.93,broken clouds,0.0,0
454,Siguiri,GN,11.67,-9.5,88.29,58,31,3.38,light rain,0.42,0
455,Roma,US,43.21,-75.46,80.01,78,90,9.17,overcast clouds,0.0,0
456,Bathsheba,BB,13.22,-59.52,87.8,66,40,21.92,scattered clouds,0.0,0
457,Porto Belo,BR,-27.16,-48.55,72.0,72,20,9.17,few clouds,0.0,0
458,Pastavy,BY,55.12,26.83,65.73,65,32,11.56,scattered clouds,0.0,0
459,Rocha,UY,-34.48,-54.33,49.24,56,0,9.95,clear sky,0.0,0
460,Devin,BG,41.74,24.4,86.0,37,0,9.17,clear sky,0.0,0
461,Novaci,RO,45.18,23.67,77.41,47,0,3.98,clear sky,0.0,0
462,Salekhard,RU,66.53,66.6,59.85,94,100,6.87,moderate rain,3.18,0
463,Rochegda,RU,62.8,43.25,57.04,96,100,8.21,light rain,0.17,0
464,Sirjan,IR,29.45,55.68,86.47,14,6,23.62,clear sky,0.0,0
465,Sabha,LY,27.04,14.43,100.53,12,21,4.25,few clouds,0.0,0
466,Golden,US,39.76,-105.22,75.99,33,20,6.93,few clouds,0.0,0
467,Yulara,AU,-25.24,130.99,41.0,52,0,6.93,clear sky,0.0,0
468,Abha,SA,18.22,42.51,86.0,39,40,6.93,scattered clouds,0.0,0
469,Kurchum,KZ,48.57,83.65,66.85,59,91,10.36,overcast clouds,0.0,0
470,Cayenne,GF,4.93,-52.33,87.8,62,75,6.93,broken clouds,0.0,0
471,Karur,IN,10.95,78.08,83.8,64,55,11.63,light rain,0.36,0
472,Tupik,RU,54.43,119.93,66.27,62,67,1.34,broken clouds,0.0,0
473,Araguaina,BR,-7.19,-48.21,89.98,40,18,8.61,few clouds,0.0,0
474,Tiznit,MA,29.58,-9.5,93.96,22,0,9.26,clear sky,0.0,0
475,Korhogo,CI,9.45,-5.63,82.31,66,100,5.28,light rain,0.3,0
476,Uaua,BR,-9.84,-39.48,79.97,48,63,16.6,broken clouds,0.0,0
477,Mandapam,IN,9.28,79.12,83.43,81,99,23.6,overcast clouds,0.0,0
478,Poum,NC,-20.23,164.02,70.95,74,4,14.18,clear sky,0.0,0
479,Morant Bay,JM,17.88,-76.41,89.6,62,20,18.34,few clouds,0.0,0
480,Goderich,CA,43.75,-81.72,70.0,84,100,19.42,light rain,0.66,0
481,Kirkuk,IQ,35.47,44.39,106.0,7,22,18.88,few clouds,0.0,0
482,Verkhnevilyuysk,RU,63.45,120.32,73.4,69,22,6.69,few clouds,0.0,0
483,Oistins,BB,13.07,-59.53,87.8,66,40,21.92,scattered clouds,0.0,0
484,Hovd,MN,48.01,91.64,72.19,41,100,2.21,overcast clouds,0.0,0
485,Wajir,KE,1.75,40.06,93.2,32,20,12.75,few clouds,0.0,0
486,Mogzon,RU,51.74,111.96,59.79,89,100,7.65,light rain,0.26,0
487,Awbari,LY,26.59,12.78,100.65,10,0,11.52,clear sky,0.0,0
488,Kidal,ML,18.44,1.41,102.18,22,12,9.48,few clouds,0.0,0
489,Coahuayana,MX,18.73,-103.68,78.8,78,75,1.12,broken clouds,0.0,0
490,Ayagoz,KZ,47.97,80.44,64.22,60,59,11.45,broken clouds,0.0,0
491,Saint-Augustin,CA,51.23,-58.65,68.65,66,91,19.06,overcast clouds,0.0,0
492,Salou,ES,41.08,1.14,84.2,54,0,10.29,clear sky,0.0,0
493,Fakel,RU,57.63,53.03,70.05,69,0,6.02,clear sky,0.0,0
494,Maniitsoq,GL,65.42,-52.9,44.46,77,22,9.33,few clouds,0.0,0
495,Olinda,BR,-8.01,-34.86,82.4,65,75,18.34,broken clouds,0.0,0
496,Kedougou,SN,12.56,-12.17,89.92,57,35,7.02,moderate rain,1.27,0
497,Bogatoye,RU,53.06,51.33,76.6,79,17,12.95,few clouds,0.0,0
498,Fort Nelson,CA,58.81,-122.7,57.2,87,75,2.24,broken clouds,0.0,0
499,Mpika,ZM,-11.83,31.45,74.7,37,0,6.64,clear sky,0.0,0
500,Ust-Barguzin,RU,53.45,108.98,60.73,79,58,6.71,broken clouds,0.0,0
501,Athabasca,CA,54.72,-113.29,63.75,77,46,5.41,scattered clouds,0.0,0
502,San Patricio,MX,19.22,-104.7,86.0,74,75,0.07,broken clouds,0.0,0
503,Yeppoon,AU,-23.13,150.73,57.2,93,40,1.19,scattered clouds,0.0,0
504,Mponela,MW,-13.53,33.74,71.6,49,69,9.17,broken clouds,0.0,0
505,Araouane,ML,18.9,-3.53,99.95,28,50,14.41,scattered clouds,0.0,0
506,Camana,PE,-16.62,-72.71,62.92,64,76,6.31,broken clouds,0.0,0
507,Lai,TD,9.4,16.3,81.07,72,99,6.22,light rain,0.35,0
508,Okhotsk,RU,59.38,143.3,49.91,92,26,3.51,scattered clouds,0.0,0
509,Sabya,SA,17.15,42.63,95.0,63,20,12.75,few clouds,0.0,0
510,Khandyga,RU,62.67,135.6,61.72,86,77,1.5,broken clouds,0.0,0
511,Caceres,ES,39.52,-6.37,100.0,20,4,5.01,clear sky,0.0,0
512,La Ronge,CA,55.1,-105.28,62.6,82,75,9.17,broken clouds,0.0,0
513,Wuxue,CN,29.85,115.55,81.41,79,100,7.63,overcast clouds,0.0,0
514,Port Lincoln,AU,-34.73,135.87,52.88,81,45,13.44,light rain,0.32,0
515,Tessalit,ML,20.2,1.01,102.9,20,85,11.68,overcast clouds,0.0,0
516,Chara,RU,56.91,118.26,66.49,57,0,3.87,clear sky,0.0,0
517,Lucapa,AO,-8.42,20.74,93.79,15,0,6.58,clear sky,0.0,0
518,Sharan,RU,54.82,54.0,72.48,82,83,7.02,broken clouds,0.0,0
519,Mitsamiouli,KM,-11.38,43.28,82.4,65,40,10.29,scattered clouds,0.0,0
520,Melilla,ES,35.29,-2.94,82.4,78,75,11.41,broken clouds,0.0,0
521,Moshkovo,RU,55.31,83.61,64.4,88,0,6.71,clear sky,0.0,0
522,Jati,PK,24.35,68.27,85.91,74,79,21.65,broken clouds,0.0,0
523,Bulgan,MN,48.81,103.53,59.27,74,69,1.41,broken clouds,0.0,0
524,Kabalo,CD,-6.05,26.92,90.91,33,73,7.45,broken clouds,0.0,0
525,Katete,UG,-0.78,29.75,79.75,45,45,1.74,scattered clouds,0.0,0
526,Merauke,ID,-8.47,140.33,77.29,83,100,16.46,overcast clouds,0.0,0
527,Lipari,IT,38.47,14.95,84.0,69,0,1.01,clear sky,0.0,0
528,Porto Santo,PT,33.07,-16.34,71.6,73,40,17.22,scattered clouds,0.0,0
529,Montepuez,MZ,-13.13,39.0,75.36,50,0,5.7,clear sky,0.0,0
530,Vestmannaeyjar,IS,63.44,-20.27,53.6,81,90,12.75,overcast clouds,0.0,0
531,Kazachinskoye,RU,57.7,93.28,58.8,78,20,3.91,few clouds,0.0,0
532,Byron Bay,AU,-28.65,153.62,64.4,77,90,10.29,overcast clouds,0.0,0
533,College,US,64.86,-147.8,53.01,66,75,6.93,broken clouds,0.0,0
534,Yugorsk,RU,61.31,63.33,74.25,39,17,12.08,few clouds,0.0,0
535,Port Blair,IN,11.67,92.75,82.71,81,100,8.95,light rain,0.48,0
536,Grand Gaube,MU,-20.01,57.66,72.0,68,92,11.99,light rain,0.16,0
537,Halvad,IN,23.02,71.18,88.2,70,100,18.95,overcast clouds,0.0,0
538,Necochea,AR,-38.55,-58.74,45.0,66,23,15.01,few clouds,0.0,0
539,Kalmunai,LK,7.42,81.82,82.72,79,95,10.63,overcast clouds,0.0,0
540,Ambilobe,MG,-13.2,49.05,75.0,67,10,2.53,clear sky,0.0,0
541,Boshan,CN,36.48,117.83,78.01,80,100,4.72,overcast clouds,0.0,0
542,Weligama,LK,5.97,80.42,80.31,86,92,7.11,overcast clouds,0.0,0
543,Buta,CD,2.79,24.73,79.38,90,64,2.26,moderate rain,2.54,0
544,Kholodnyy,RU,62.72,147.95,49.98,77,11,1.07,few clouds,0.0,0
545,Anupgarh,IN,29.19,73.21,105.39,27,47,15.93,light rain,0.17,0
546,Charters Towers,AU,-20.1,146.27,61.47,93,18,6.62,few clouds,0.0,0
547,Goure,NE,13.98,10.27,93.99,38,24,5.01,few clouds,0.0,0
548,Rafai,CF,4.95,23.92,76.82,94,98,3.42,moderate rain,1.55,0
549,Namibe,AO,-15.2,12.15,75.2,53,0,11.41,clear sky,0.0,0
550,San Jose,US,37.34,-121.89,70.0,72,20,3.36,few clouds,0.0,0
551,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,78.8,83,40,3.36,scattered clouds,0.0,0
552,Tautira,PF,-17.73,-149.15,73.4,73,20,4.7,few clouds,0.0,0
553,Umm Lajj,SA,25.02,37.27,86.56,67,0,10.2,clear sky,0.0,0
554,Siyabuswa,ZA,-25.11,29.04,59.97,28,0,17.65,clear sky,0.0,0
555,Palestine,PS,31.92,35.2,87.01,66,20,9.17,few clouds,0.0,0
556,Little Chute,US,44.28,-88.32,80.01,53,40,5.82,scattered clouds,0.0,0
557,Lamar,US,33.67,-95.58,89.01,74,1,8.05,clear sky,0.0,0
558,Tabuk,PH,17.42,121.44,76.66,87,89,3.31,overcast clouds,0.0,0
559,Horasan,TR,40.05,42.17,67.91,60,73,5.3,moderate rain,1.91,0
560,Voznesenskoye,RU,54.89,42.76,72.72,61,0,4.18,clear sky,0.0,0
561,Omboue,GA,-1.57,9.26,77.7,76,54,10.8,broken clouds,0.0,0
562,Sterlibashevo,RU,53.44,55.26,79.02,77,77,8.25,broken clouds,0.0,0
563,Wamba,NG,8.93,8.6,80.69,73,87,4.16,overcast clouds,0.0,0
564,Lesnoy,RU,57.62,63.08,74.46,71,28,8.95,scattered clouds,0.0,0
565,Ilorin,NG,8.5,4.55,82.74,69,70,7.72,light rain,0.15,0
566,Caravelas,BR,-17.71,-39.25,79.39,59,29,6.13,scattered clouds,0.0,0
567,Artvin,TR,41.17,41.83,75.2,83,40,6.93,scattered clouds,0.0,0
568,Sidney,AU,-33.87,151.21,54.0,93,100,5.82,fog,0.0,0
569,Ler,SS,8.3,30.14,89.24,59,92,2.75,overcast clouds,0.0,0
570,Abancay,PE,-13.63,-72.88,65.35,39,0,1.3,clear sky,0.0,0
571,Ibiuna,BR,-23.66,-47.22,77.0,50,0,10.29,clear sky,0.0,0
572,Kudahuvadhoo,MV,2.67,72.89,84.31,76,41,12.15,scattered clouds,0.0,0
573,Acarau,BR,-2.89,-40.12,85.33,61,45,13.49,scattered clouds,0.0,0
574,Nacozari,MX,25.34,-108.26,88.0,70,0,5.01,clear sky,0.0,0
